Full_Name,Lat,Long,YeStart,YeEnd,Funestus
Niaoul�,16.666,-14.984,2008,2010,1.0
Njambou Soubalb�,16.5882,-14.8496,2008,2010,0.0
Souima,16.666,-14.968,2008,2010,0.0
Thille Boubacar,16.512,-15.092,2000,2000,0.0
Wouro Madiwou,16.6,-14.9,2008,2010,0.0
Bondji Bocar,15.0,-12.621,1998,2009,0.0
Diawara,15.0186,-12.5441,2000,2000,0.0
Fal巑�,14.7589,-12.243,1993,1993,0.0
Gabou,14.7188,-12.4108,2013,2014,0.0
Gouniang,14.8698,-12.4629,1998,2009,1.0
Koar,13.817,-13.284,2011,2011,0.0
Koussane,14.134,-12.434,1998,2009,1.0
Moud巖y,15.0587,-12.5897,2013,2014,0.0
Ngari,14.4168,-12.9,2001,2001,0.0
Silly,13.974,-12.6479,1994,2003,1.0
Bandafassi,12.534,-12.317,1994,2014,1.0
Boundacoundi,12.52,-12.3376,2008,2012,1.0
Damboucoye,12.5068,-12.4125,2008,2012,1.0
Ibel,12.5167,-12.3833,2001,2012,1.0
Kenioto,12.5856,-12.1529,1994,2003,1.0
Laminia,12.633,-12.117,2005,2006,0.0
Natia,12.4666,-12.35,2008,2012,1.0
Ndebou,12.5167,-12.4333,2001,2012,1.0
Ngari,12.6013,-12.2597,1994,2009,1.0
Salensoutou,13.3521,-11.6743,1998,2009,1.0
Samal,12.6667,-12.3333,2001,2002,1.0
Samecouta,12.616,-12.134,1994,2006,1.0
Saroudia,12.516,-11.567,1998,2009,1.0
Sekofara,12.6718,-12.1301,1994,1995,1.0
Sillacouda,12.434,-12.567,1994,1995,1.0
Silling,12.5333,-12.2667,2005,2006,0.0
Thiokotian,12.567,-12.401,2001,2002,1.0
Tomboronkoto,12.8006,-12.3011,2013,2014,1.0
Altou Fass,13.6657,-14.7423,2013,2014,0.0
Amdalaye pont,13.55,-13.5833,2005,2006,0.0
Badi,13.3848,-13.3815,1992,2014,1.0
Barkeyel,13.4779,-13.4543,2010,2011,0.0
Bira,13.4016,-13.4678,2010,2011,0.0
Botou,13.817,-13.583,1998,2009,1.0
Dialiko,13.3764,-13.6513,1994,2011,1.0
Djinkore,13.7025,-13.6604,2010,2011,0.0
Djounkore Mafing,13.7038,-13.6548,2010,2010,0.0
Fass Gounas,13.6631,-14.7366,2013,2014,0.0
Gourel Ndiapalde,13.4383,-13.4315,2010,2011,0.0
Jingoreh Babagaleh,13.6833,-13.65,2005,2006,0.0
Jingoreh Maffy,13.6873,-13.6418,2005,2006,0.0
Koar,13.3387,-13.6175,2010,2011,0.0
Koulare,13.516,-13.767,1994,1998,1.0
Koumar�,13.9,-14.3833,2013,2014,0.0
Koumbakoulou,13.55,-13.717,1994,1998,1.0
Koumpentoum,13.983,-14.559,2010,2014,0.0
Kouthiaba,14.1742,-14.455,2013,2014,0.0
Kouvar,13.3761,-13.6051,1994,2008,1.0
Kuruyanti,13.3509,-13.5296,1994,1998,1.0
Laboya,13.3,-13.35,2005,2006,0.0
Leiba,13.55,-14.4167,1994,1998,1.0
Madina Baoussou,13.2873,-13.2645,1998,2009,0.0
Madina Diaka,13.8,-13.967,1994,1998,1.0
Madina Dian,13.5768,-13.5699,2010,2011,0.0
Maka Kolibantan,13.661,-14.29,1994,1998,1.0
Missirah,13.5316,-13.5226,2010,2011,0.0
Neteboulou,13.5861,-13.7856,2010,2011,0.0
Nguene,13.3551,-13.6686,2010,2011,0.0
Saal,13.2761,-13.6225,2010,2011,0.0
Sanacounda,13.7,-14.2833,1994,1998,1.0
Sankagne,13.3881,-13.7494,1994,2011,1.0
Sao,13.583,-14.367,1994,1998,1.0
Sare Sidy,13.4264,-13.6881,2010,2011,0.0
Tamba Soce,13.7764,-13.6841,2010,2011,0.0
Temento Malede,13.4565,-13.6866,2010,2010,0.0
Touba Aly Mbenda,13.6358,-13.6082,2014,2014,0.0
Touba Badi,13.3833,-13.3833,2005,2006,0.0
Touba Nding,13.504,-14.401,2011,2011,1.0
Tourema,13.5543,-13.7798,1994,2011,1.0
Village 1,13.5019,-13.6256,2013,2014,0.0
Malikounda,14.483,-16.951,2003,2003,0.0
Tattaguinne,14.45,-16.633,2003,2003,0.0
Beer,14.902,-16.9217,2013,2014,1.0
Ngadiaga,14.967,-17.05,1991,2014,1.0
Thiaye,14.914,-17.069,1992,1993,1.0
Thiaye,14.914,-17.069,2013,2014,1.0
Thisse,15.1062,-16.784,1998,2009,1.0
Touba Tawfekh,15.2378,-16.8139,1998,2014,1.0
Kadji Folong,12.7167,-16.5524,1998,2009,1.0
Mlomp,12.834,-16.533,1995,1995,0.0
Boudiediete,12.4355,-16.6055,1998,2009,0.0
Largo refugee camp,8.0428,-11.1056,2011,2011,1.0
Palima,8.099,-11.368,1992,1993,0.0
Tobanda refugee camp,7.7916,-11.3674,2011,2011,1.0
Sewafe,8.5409,-11.2425,2010,2010,1.0
Yengema,8.6156,-11.0429,2010,2010,1.0
Binkolo,8.95,-11.9833,2010,2010,1.0
Blama,8.117,-11.567,1992,1993,0.0
Buma,8.1,-11.45,1992,1993,0.0
Bumbeh,7.984,-11.567,1992,1993,0.0
Gbaima,7.8401,-11.6145,2010,2010,1.0
Gumahun,8.033,-11.433,1992,1993,0.0
Koribondo,7.71,-11.6931,2010,2010,1.0
Kpakuma,8.151,-11.501,1992,1993,0.0
Kpetema,8.001,-11.501,1992,1993,0.0
Kunjondoma,8.101,-11.534,1992,1993,0.0
Ngalu,8.099,-11.55,1992,1993,0.0
Sahn,8.1603,-11.5968,1992,1993,0.0
Sami,8.083,-11.517,1992,1993,0.0
Tondoya,8.134,-11.618,1992,1993,0.0
Bayama,7.4086,-11.7242,1991,1991,1.0
Aberdeen- Cape Road,8.4933,-13.2899,2009,2012,0.0
Aberdeen- Crab Town,8.4585,-13.2751,2009,2012,0.0
Aberdeen NDT,8.4967,-13.2881,2009,2012,0.0
Baoma,8.4272,-13.2644,2009,2012,0.0
Cape Road,8.492,-13.2888,2009,2012,0.0
Crab Town,8.4905,-13.2823,2009,2012,0.0
Funkia,8.4309,-13.2814,2009,2012,0.0
George Brook,8.4861,-13.2422,2009,2012,0.0
Kissy Dockyard,8.482,-13.205,2009,2012,0.0
Portee,8.4749,-13.1829,2009,2012,0.0
York,8.2869,-13.1816,2009,2012,0.0
Baki,10.2736,43.4838,2007,2007,0.0
Hodan Godheere,10.2748,43.6978,2007,2007,0.0
Geerisa,10.6099,43.4294,2007,2007,0.0
Habaas,10.4316,42.815,2006,2006,0.0
Buluhubey Market,2.0263,45.3015,2006,2006,0.0
Buuhow,2.046,45.3393,2007,2007,0.0
Macmacan,2.178,45.5917,2006,2006,0.0
Wanjele,2.0492,45.33,2007,2007,1.0
Daheer,11.0412,49.1934,2007,2007,0.0
Heelka Kobdhexaad,10.6893,49.471,2006,2006,0.0
In Ufein,10.65,49.75,2006,2006,1.0
Kobdhahad,10.6561,49.4987,2006,2006,0.0
Ufeyn,10.6517,49.7539,2006,2006,0.0
Beeli-Wacatay,11.0279,50.4414,2007,2007,0.0
Dawaar,11.2926,50.3946,2007,2007,0.0
Gargore,10.132,49.6862,2006,2006,0.0
Timirshe,10.5752,50.4246,2006,2006,0.0
Tulo Ise,10.4258,50.1527,2006,2006,1.0
Unuun,11.1764,50.4329,2007,2007,0.0
Butiyaalo,11.4738,49.9489,2007,2007,0.0
Galweyn,11.4453,50.0906,2009,2010,1.0
Guryosamo,11.266,49.799,2007,2007,0.0
Aada,9.6653,49.1636,2007,2007,0.0
Adinsoone,9.5316,49.2287,2007,2007,0.0
Dalweyn,10.2717,49.0507,2007,2007,0.0
Dangorayo,8.7261,49.3393,2007,2007,0.0
Haji Kher,8.9941,49.2664,2006,2006,1.0
Libah-har,9.5,49.4011,2007,2007,0.0
Libaxhar,9.4861,49.3994,2006,2006,0.0
Sanjilbo,9.6206,49.1731,2007,2007,1.0
Abgalow,3.1129,43.3971,2007,2007,0.0
Baydhabo,3.12,43.644,2007,2007,1.0
Berdaale,3.351,44.122,2007,2007,1.0
Bulo-Norio,2.8215,43.2245,2007,2007,0.0
Daynunay,3.052,43.815,2009,2009,1.0
El Adou,2.9578,43.5066,2006,2006,1.0
Isha,3.1974,43.586,2007,2007,0.0
Kobonle,3.168,43.617,2007,2007,0.0
Waberi,2.7976,44.0825,2006,2006,1.0
Xawo Tako,2.4053,42.9768,2007,2007,1.0
Aanole,2.0139,42.3148,2007,2007,1.0
Hawl Wadaag,2.7899,41.0102,2007,2007,1.0
Bussul,3.3181,42.3886,2007,2007,1.0
Biyolay,3.788,42.8762,2007,2014,0.0
Hawlwadag,4.7367,45.2062,2006,2006,1.0
El Gode,0.5167,42.9,2007,2007,1.0
Bulo Golol,1.1576,42.4687,2007,2007,1.0
Hargada,0.7842,41.6587,2006,2006,0.0
Janaale,-0.015,42.682,2011,2011,0.0
Xarfo,7.3486,47.6208,2007,2007,0.0
Bursalah,7.1745,47.2431,2007,2007,0.0
Riig Omane,7.2086,47.4407,2007,2007,0.0
Baaley,7.9153,48.6492,2006,2006,1.0
Burtinle,7.6431,47.8298,2011,2014,0.0
Hafatul Ara,0.0,0.0,2006,2006,1.0
Hasbahale,7.9608,49.1606,2007,2007,0.0
Jalam,8.5164,49.4203,2006,2006,1.0
Qarhis,8.4855,49.5685,2007,2007,0.0
Hanti-Wadaag,8.405,48.4864,2006,2006,1.0
Kbayr,8.4128,48.4864,2006,2006,0.0
El-afweyn,9.9276,47.2154,2006,2006,0.0
Fadhi-gab,9.4667,46.8333,2006,2006,0.0
Hadaftimo,10.7652,48.1064,2007,2007,0.0
Heddah,10.7818,48.0869,2007,2007,0.0
Midigale,10.6699,48.6267,2006,2006,0.0
Baqdad,2.6128,45.5035,2007,2007,1.0
Damaley,2.5085,45.4857,2006,2007,1.0
Ceel-bardale,2.967,46.55,2008,2008,0.0
Balguri,2.7667,45.5167,2006,2007,1.0
Jowhar Moyki,2.751,45.5,2014,2014,1.0
Jowhar-Ely,2.8103,45.4808,2014,2014,1.0
Kaxarow,2.9137,45.5614,2007,2007,0.0
Libaaxle,2.8582,45.4109,2007,2007,0.0
Alifow,2.2794,45.1888,2007,2007,1.0
B/adaade,2.1618,45.3506,2007,2007,1.0
Balow,2.3248,45.2993,2007,2007,0.0
Bariire,2.0483,44.8981,2012,2012,1.0
Caytire,2.1466,45.1189,2007,2007,0.0
Cumar-Beere,2.1985,45.0558,2007,2007,0.0
Dameerale,2.251,45.134,2007,2007,0.0
Dhagahtur,2.1437,45.1163,2007,2007,1.0
Gaalware,2.1466,45.0744,2007,2007,1.0
Hawo Tako,2.1371,45.1203,2007,2007,1.0
Jambaluul,2.183,45.15,2014,2014,1.0
Lidow Liibaan,2.2509,45.0591,2007,2007,0.0
Magla,2.2383,45.1397,2007,2007,1.0
Marerey,2.133,45.067,2007,2014,1.0
Raqayle,2.1234,45.0241,2007,2007,1.0
Sabiid,2.1296,45.0359,2007,2007,1.0
Sagalad,2.1333,45.1,2007,2007,1.0
Apposivo,0.0,0.0,2006,2006,0.0
Bufow ba'ad,1.7493,44.7437,2010,2010,0.0
Bulo-dhurow,1.7704,44.7215,2010,2010,0.0
Buufow,1.751,44.749,2006,2006,0.0
Cagaaran,1.694,44.747,2006,2006,0.0
Gandaaw,1.72,44.7,2007,2007,1.0
Godey,1.8933,44.819,2007,2007,1.0
Golweyn,1.658,44.576,2009,2009,0.0
Horseed,1.7506,44.6301,2006,2007,1.0
Kaytoy,1.7893,44.6744,2006,2006,0.0
Mushani,1.7785,44.6585,2006,2012,1.0
Ubax,1.8079,44.6935,2006,2006,1.0
Wagaday,1.7546,44.6418,2006,2006,0.0
Buullow,1.767,44.516,2007,2007,0.0
Majabto,1.7728,44.6286,2006,2006,0.0
Sigale,1.8541,44.7079,2007,2007,0.0
Wadajir,1.7342,44.4507,2006,2007,1.0
Waab Arye,1.4004,43.9978,2007,2007,1.0
Beled Amiin,2.7988,45.0926,2007,2007,1.0
Bulo-Huber,2.3981,44.8229,2006,2006,1.0
Timo-Wein,9.0012,46.6569,2006,2006,1.0
D/Hagare,8.4167,47.1667,2007,2007,0.0
Kalabeydh,8.2414,47.2261,2002,2002,0.0
Karingarfod,8.12,47.766,2006,2006,0.0
Kubo,9.4979,49.0523,2007,2007,0.0
Qol.,9.4571,48.1115,2007,2007,0.0
Cadow Yurura,9.272,45.42,2006,2006,0.0
Harada Gubatahil,8.7833,45.4667,2006,2006,0.0
Ala Ule,9.8881,45.1648,2005,2005,0.0
Galolay,9.7159,45.266,2007,2007,0.0
Cabaadweyne,10.1849,44.82,2007,2007,0.0
Daba Tag,10.3498,45.4376,2006,2006,0.0
Gabiley,10.1825,45.5591,2007,2007,0.0
Agabar,9.917,43.916,2007,2014,0.0
Alaybaday,9.3897,43.5208,2005,2006,0.0
Ali Hieyd,10.045,43.7853,2005,2014,0.0
Ceel-Giniseed,9.6848,43.6852,2007,2007,0.0
Ilma Dedo,9.7545,43.4626,2007,2007,0.0
Kalabayd,9.674,43.476,2007,2007,0.0
Turka,10.1,43.7833,2014,2014,0.0
26-Jun,9.5614,44.0658,2007,2007,0.0
Adadley,9.7664,44.691,2006,2006,0.0
Ahmed Dhagah,9.5742,44.0458,2005,2007,0.0
Dararweyne,9.7059,44.2147,2007,2007,0.0
Diinqal,9.6926,44.3535,2007,2007,0.0
Ga誥n Libah,9.5656,44.0686,2007,2007,0.0
Hallaye,9.581,44.1793,2007,2007,0.0
Koodbur,9.542,44.0761,2007,2007,0.0
Sheik Abdal,9.9516,44.6931,2007,2007,0.0
Waiye,0.0,0.0,2007,2007,0.0
Elderet,0.0,0.0,2007,2007,1.0
Godeif,0.0,0.0,2007,2007,1.0
Nanjele,0.0,0.0,2007,2007,0.0
Jiro-Miskin,0.0,0.0,2006,2006,0.0
A/Waxid,0.0,0.0,2007,2007,0.0
Suqcodle,0.0,0.0,2006,2006,1.0
Cheetahs Nursery,-29.1036,26.1974,1996,1997,1.0
Coopersdal,-30.5,29.567,1996,1997,1.0
Magwangwa,-26.8424,32.0202,2000,2000,1.0
Mlambo,-27.25,32.1667,2002,2002,0.0
Cheetah,-24.7386,31.5758,1997,1998,1.0
Martiens,-25.235,31.873,1997,1998,1.0
Oompie,-25.249,31.938,1996,1998,1.0
Ohrigstad,-24.7333,30.55,2004,2004,1.0
Janulet Farm,0.0,0.0,1996,1997,1.0
Sommereg,-25.4167,31.104,1996,1997,1.0
Mlambo,-26.6609,30.7857,2002,2002,0.0
Block A,-25.6861,31.8007,2010,2010,1.0
Block C,-25.5691,31.798,1997,1998,1.0
Caravan Park,-25.4424,31.9626,1997,2010,1.0
Cheetahs Nursery,-25.4243,31.9588,2010,2010,1.0
Driekoppies,-25.6998,31.5501,1997,1998,1.0
G&L Fourie Baby Buffalo Farm,-25.4294,31.9631,2010,2010,1.0
Mangweni,-25.7465,31.8144,1996,1998,1.0
Martiens Farm,-25.6906,31.736,2010,2010,1.0
Tonga,-25.6948,31.7865,2010,2010,1.0
Tonga - Block A,-25.6859,31.8007,2015,2016,1.0
TSB3,-25.4301,31.9596,2010,2010,1.0
Vlakbult,-25.633,31.716,2012,2016,1.0
Caravan Park,-25.4257,29.3852,1996,1998,1.0
Giyani,-23.3167,30.7167,1998,2008,1.0
Mopani (Lowveld),-23.3089,30.716,1997,1998,1.0
Thomo,-23.233,30.784,1996,2000,1.0
Daka Miza Pan,-22.4167,31.2333,1991,1991,0.0
Gwalali,-22.4137,31.2904,1991,1991,0.0
Louis Se Gat,-23.1857,31.5192,2010,2012,0.0
Mafayeni,-23.0117,31.25,1991,2012,0.0
Malonga Fountain,-22.6308,31.2259,1991,1991,0.0
Matiovila Geothermal Springs,-23.0809,31.2426,2010,2012,0.0
Mphongolo River,-22.9806,31.2769,1991,1991,0.0
Redrocks,-23.1726,31.3013,1991,1991,0.0
Sirheni Bush Camp,-23.2006,31.4092,1991,2012,1.0
Mutale River,-22.7457,30.5249,1991,1991,0.0
Munuki,4.8562,31.5891,2009,2009,1.0
Northern Bari,4.8897,31.5751,2009,2009,1.0
Elmanagil,14.8027,32.9133,2008,2011,0.0
Masalamia,14.566,33.349,2005,2006,0.0
Tabat,14.6667,33.0833,2005,2014,0.0
Shandi,14.5003,32.9067,2011,2011,0.0
El Khoor,14.103,33.6191,2005,2006,0.0
El-Kareiba,14.4,33.45,2011,2011,1.0
Karkoug,14.4179,33.5585,2008,2008,0.0
Maringan,14.35,33.5333,2008,2008,0.0
Wad Elhadad,14.1326,33.661,2008,2011,0.0
Wad Elnaim,14.3409,33.4313,1999,2000,0.0
Suqair,14.0826,33.1988,2014,2014,0.0
Fau-5 refugee camp,14.3436,33.987,1997,1997,0.0
Hantoub,14.428,33.532,2008,2008,0.0
Mobi,14.4296,33.5283,2005,2008,0.0
Guneess,11.8075,34.3909,2009,2009,0.0
Maganu,11.846,34.6375,2014,2014,0.0
Geissan,11.006,34.4201,2011,2011,1.0
Al Azaza,14.2085,35.5422,2010,2010,0.0
El Gerba,14.1527,36.2778,2010,2010,0.0
Assar,13.919,35.316,1991,1995,1.0
Daraweesh,13.861,35.3731,1994,1997,1.0
Elrahad River bank,13.9011,35.2602,2004,2008,1.0
Kajara,13.8638,35.3484,1997,1997,0.0
Taiba,14.0506,35.4831,2001,2002,0.0
Tawawa refugee camp,14.0859,35.3429,1997,1997,0.0
Um Gulja refugee camp,14.052,35.293,1997,1997,0.0
Glabat,13.5294,35.7602,2010,2010,0.0
Kumur,13.8444,35.391,1997,1997,0.0
El Rugab,12.8349,35.2212,1999,2004,1.0
Koka,13.2741,34.6066,2005,2006,0.0
Tabaldia,12.8854,35.1536,1999,2006,1.0
Um Salala,13.2147,34.6656,2005,2006,0.0
Wad Awad,13.6233,34.4006,1997,1997,0.0
Wager,16.156,36.2036,2008,2010,1.0
New Shukria,15.377,36.401,2000,2002,0.0
Dibaira Camp,15.3763,35.5819,1999,2000,0.0
Hei Elmasakine,15.2802,35.627,1999,2000,0.0
Heielrnasakine,15.404,35.572,1999,2000,0.0
Umgargoor,15.301,35.6227,1999,2000,0.0
Al Shuwak,14.4002,35.8662,2009,2009,0.0
Kasim el Girba refugee camp,14.98,35.9057,1997,1997,0.0
Wad Helewa refugee camp,14.2233,36.0287,1997,1997,0.0
Al-Maygoma,15.3035,32.5955,2011,2013,0.0
Eldikhynat,15.3439,32.6167,2010,2010,0.0
Gabal Awlia,15.2453,32.4969,2010,2010,0.0
Abuseid,15.5724,32.5091,2011,2013,0.0
Al Rimeilah,15.567,32.516,2009,2009,0.0
Alremaila,15.5735,32.5045,2010,2011,0.0
Arkewit,15.5481,32.5684,2007,2013,0.0
Burri,15.6021,32.5784,1997,1997,0.0
Ed Dekheinat,15.4412,32.4898,1995,2013,0.0
Kalakla,15.4885,32.4979,1994,2009,0.0
Mamoura,15.5423,32.5754,2010,2010,0.0
Manshia,15.5938,32.575,1995,1996,0.0
Mayo,15.4894,32.61,1996,1996,0.0
Alseliat,15.7782,32.6131,2010,2011,0.0
Althamaniat,15.9624,32.5812,2010,2013,0.0
Bahary,15.6415,32.5531,2006,2007,0.0
Elhag Yousif,15.6484,32.6314,1994,1994,0.0
Elmaygoma,15.6554,32.6487,2007,2010,0.0
Eltamanyat,15.9621,32.5811,2007,2007,0.0
Hilat Koko,15.6176,32.5908,2010,2010,0.0
Izba,15.6212,32.5576,2010,2010,0.0
Srogia,15.6628,32.5286,1993,2002,0.0
Tuti island,15.6205,32.5057,2010,2011,0.0
Wad Ramli,16.1137,32.5853,2014,2014,0.0
El Teris,15.3833,32.8,2004,2006,0.0
Abu Siid,15.599,32.478,2007,2007,0.0
Algamoyia,15.3872,32.449,2010,2011,0.0
Al-Salamanyia,15.3035,32.4704,2011,2013,0.0
El Mowailih,15.5667,32.3833,2004,2006,0.0
Elfetiehab,15.6164,32.4626,1994,2010,0.0
Esalamania West,15.3676,32.426,2007,2007,0.0
Algadeer,15.6502,32.4639,1998,1998,0.0
Algayli,15.6217,32.472,2010,2010,0.0
Al-Gizera Islang,15.8842,32.5351,2011,2013,0.0
Dar Elsalam,15.6527,32.3753,1996,1996,0.0
El Moeileh,15.6615,32.4643,2004,2008,0.0
El Rwakeeb,15.6562,32.4871,2004,2008,0.0
El Tris,15.6555,32.4705,2004,2008,0.0
Elarda,15.6402,32.4708,2010,2010,0.0
Elgamayir,15.6664,32.5042,2010,2010,0.0
Umbada,15.6397,32.3753,1994,2001,0.0
Wadi Sayidna,15.8328,32.5227,2010,2010,0.0
Al Kuduk,18.821,33.523,2014,2014,0.0
Dongola,19.169,30.474,2005,2014,0.0
Kaptod,19.2306,30.4504,2009,2012,0.0
Marraga,19.2,30.45,2009,2012,0.0
Hamadab,18.5878,32.0095,2012,2012,0.0
Kareema,18.5698,31.8487,2011,2011,0.0
Merowe Kareema,18.4836,31.827,2009,2011,0.0
Merowe West,18.5057,31.8179,2012,2012,0.0
Nuri,18.5549,31.8816,2009,2012,0.0
Old Hamdab,18.6603,32.0421,2009,2011,0.0
Campo,21.7981,31.3339,2003,2004,1.0
ElSeleim,20.152,30.5685,2004,2006,0.0
Semna,21.4665,31.0167,2014,2014,0.0
Korta,13.7214,24.8571,2014,2014,0.0
Zamzam,13.4821,25.2987,2011,2012,0.0
Da'ud,14.8332,25.2836,2014,2014,0.0
Mellit,14.1333,25.55,2011,2011,0.0
As Salamat,12.6021,30.3523,2014,2014,0.0
Buno,13.0457,30.1775,2009,2010,0.0
Umm Sheria,13.4458,30.2038,2014,2014,0.0
Wadelhilaiw,12.8628,30.2172,2001,2002,1.0
Arsh al Yoi,12.6208,31.0891,2014,2014,0.0
El Regeila,12.7,30.6167,1998,1999,0.0
Tendalti,12.733,31.4147,1998,1999,0.0
Port Sudan Eastern Sector,19.616,37.232,2011,2011,1.0
Port Sudan Midde Sector,19.5991,37.2207,2011,2011,1.0
Port Sudan Southern Sector,19.594,37.229,2011,2011,1.0
Haiya,18.3028,36.3134,2014,2014,0.0
Batta,12.8985,35.1292,1999,2006,1.0
Al Camp 33,13.516,33.6889,2006,2007,0.0
Alfashaga,13.33,33.3655,2013,2013,0.0
Awad El Sed refugee camp,13.6844,33.864,1997,1997,0.0
Booster,13.5333,33.6,2005,2008,0.0
Elfaw,13.3203,33.3655,2013,2013,0.0
Fat El Raman refugee camp,13.6434,33.9054,1997,1997,0.0
Klo-7 refugee camp,13.5992,33.9198,1997,1997,0.0
Mayirno,13.418,33.66,2009,2013,0.0
Wad el Hadad,13.816,33.532,2008,2009,0.0
Rahhal,13.1667,33.9167,2006,2008,0.0
Teigo,13.1106,33.6772,2014,2014,0.0
El Daein,11.4461,26.136,2014,2014,0.0
Tawur,10.334,26.217,2014,2014,0.0
Ballah,12.3326,24.1735,2014,2014,0.0
Dobayan,11.4174,25.7186,2014,2014,0.0
Tumko,12.017,24.6024,2014,2014,0.0
Alfula (El Fula),11.7291,28.3558,2008,2011,0.0
Umm Gimala,11.4494,28.2004,2014,2014,0.0
Dumbusa,12.4329,22.442,2014,2014,0.0
Fur Baranga,12.1278,22.6033,2011,2011,0.0
Deleig,12.483,23.2597,2014,2014,0.0
Garsila,12.3826,23.136,2011,2014,0.0
Ed Dueim,14.0,32.3167,2011,2011,0.0
Asalaya,13.26,32.74,2009,2010,0.0
Assalya Sugar scheme,13.2601,32.74,2003,2004,1.0
Kennana sugar cane,13.0601,33.0373,2010,2010,0.0
Sifeiya,13.065,32.9328,2014,2014,0.0
Block 27,13.1419,32.6245,2010,2010,0.0
Elmrabeea,13.1833,32.6497,2010,2010,0.0
Elshati,13.1748,32.659,2010,2010,0.0
Elssiikahadded,13.1711,32.6671,2010,2010,0.0
Eltadamon,0.0,0.0,2011,2011,1.0
Mananga,-26.0038,31.8068,1991,1991,0.0
Mahlabaneni,-26.8714,31.9881,1991,1992,1.0
Arumeru,-3.2923,36.825,2009,2013,0.0
Chanika,-6.8928,39.1804,2011,2011,1.0
Dar es Salaam (15 wards),-6.8034,39.2725,2004,2004,1.0
Gerezani,-6.8167,39.2667,2011,2011,0.0
Jangwani,-6.8159,39.2656,2008,2010,1.0
Kipawa,-6.8514,39.2298,2005,2010,1.0
Kiwalani,-6.8567,39.2371,2009,2010,0.0
Majohe,-6.8784,39.1951,2011,2011,1.0
Mchikichini,-6.8208,39.2616,2008,2011,1.0
Segerea,-6.8394,39.2194,2008,2010,0.0
Shauri Moyo,-6.8274,39.2703,1991,1991,1.0
Ukonga,-6.8639,39.2116,2011,2011,1.0
Vingunguti,-6.8365,39.2389,2004,2011,1.0
Hananasifu,-6.8,39.2667,2009,2010,0.0
Jangwani,-6.6863,39.2237,2010,2010,1.0
Kawe,-6.7167,39.2167,2011,2011,0.0
Kijitonyama,-6.7777,39.2349,2009,2010,0.0
Magomeni,-6.8108,39.2596,1991,2010,1.0
Makumbusho,-6.7819,39.2466,2009,2010,1.0
Mikocheni,-6.7637,39.2453,1991,2010,1.0
Mwananyamala,-6.7886,39.2557,2005,2010,0.0
Mzimuni,-6.8113,39.2562,2005,2010,0.0
Nduguni,-6.7922,39.2545,2005,2010,0.0
Azimio,-6.8397,39.2609,2005,2010,1.0
Ilala & Temeke Municipalities,-6.839,39.259,2006,2006,1.0
Keko,-6.8382,39.2765,2005,2010,1.0
Kurasini,-6.85,39.2833,2004,2010,1.0
"Kurasini, Buguruni, Mikocheni, Mwananyamala, Vingunguti & Keko wards",-6.84,39.28,2005,2007,1.0
Mbagala,-6.8771,39.2531,2009,2010,1.0
Mbuyuni,-6.8754,39.2496,2005,2010,1.0
Miburani,-6.837,39.2697,2005,2010,1.0
Mtoni,-6.8737,39.2661,2005,2010,1.0
Sandali,-6.8566,39.2506,2009,2010,1.0
Tandika,-6.8622,39.2505,2009,2010,1.0
Temeke,-6.8788,39.2456,2008,2012,1.0
Temeke Wailes,-6.8581,39.269,1991,1991,1.0
Bahi,-5.9833,35.3167,2011,2012,1.0
Dodoma Rural,-6.5896,35.7001,2011,2011,0.0
Mvumi,-6.349,35.85,1994,1994,0.0
Dodoma,-6.176,35.735,2004,2013,0.0
Chogola,-6.9271,36.4212,2002,2004,1.0
Kibakwe,-6.7125,36.372,2002,2004,1.0
Kidenge,-6.7627,36.4684,2004,2004,0.0
Makose,-6.9371,36.4214,2004,2004,0.0
Mwanawota,-6.684,36.299,2004,2004,0.0
Wangi,-6.7421,36.2735,2004,2004,0.0
Idodi,-7.7817,35.1983,2002,2006,1.0
Iringa Rural,-7.564,34.8816,2012,2012,0.0
Mahuninga,-7.9282,35.6522,2011,2011,0.0
Mangalali,-7.7656,35.5677,2002,2006,1.0
Tosamaganga,-7.8408,35.6033,2006,2006,0.0
Makifu,-7.7598,35.707,2006,2006,0.0
Kilolo,-8.0021,35.8456,2006,2006,0.0
Lulanzi,-7.9865,35.8758,2006,2006,0.0
Chita,-8.2919,35.5963,2010,2010,0.0
Burigi,-2.199,31.266,1994,1994,0.0
Chato,-2.634,31.732,2013,2013,1.0
Karagwe,-1.5037,30.9876,2013,2013,1.0
Buhanga,-1.682,31.5609,2011,2011,0.0
Buhuma,-1.8281,31.4751,2011,2011,0.0
Kangoma,-1.7531,31.7048,2011,2011,0.0
Kikagate,-1.894,31.343,2011,2011,0.0
Kimbuga,-1.6747,31.699,2011,2011,0.0
Kishuro,-1.8449,31.3647,2011,2011,0.0
Kiteme,-2.0361,31.3575,2011,2011,0.0
Kyamyorwa,-2.1042,31.5854,2011,2011,0.0
Muleba,-1.8397,31.6544,2011,2013,1.0
Ngenge,-1.7757,31.385,2011,2011,0.0
Nyakahama,-1.6324,31.5554,2011,2011,0.0
Rwigembe,-1.7073,31.4312,2011,2011,0.0
Ngara,-2.5122,30.6558,2008,2013,1.0
Kasulu,-4.584,30.099,2011,2013,0.0
Kigoma Rural,-5.2,30.194,2012,2012,0.0
